MM Ali	IR Bell	GS Ballance	JE Root	EJG Morgan (c)	JWA Taylor	JC Buttler †	CR Woakes	SCJ Broad	ST Finn	JM Anderson
KJ Coetzer	CS MacLeod	FRJ Coleman	MW Machan	PL Mommsen (c)	RD Berrington	MH Cross †	JH Davey	RM Haq	AC Evans	I Wardlaw	

I Wardlaw,	JH Davey,	AC Evans,	RM Haq,	RD Berrington,	MW Machan,	KJ Coetzer,	
JM Anderson,	SCJ Broad,	CR Woakes,	ST Finn,	MM Ali,	JE Root,	
