HM Amla	Q de Kock †	JH Kallis	AB de Villiers (c)	JP Duminy	DA Miller	R McLaren	M Morkel, DW Steyn, WD Parnell, Imran Tahir
MDKJ Perera	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	HDRL Thirimanne	AD Mathews (c)	SMA Priyanjan	SMSM Senanayake	HMRKB Herath	BAW Mendis	SL Malinga	

SL Malinga,	SMSM Senanayake,	AD Mathews,	BAW Mendis,	HMRKB Herath,	TM Dilshan,	
DW Steyn,	M Morkel,	WD Parnell,	R McLaren,	Imran Tahir,	JP Duminy,	
