Tamim Iqbal	Liton Das	Mahmudullah	Mushfiqur Rahim †	Shakib Al Hasan	Sabbir Rahman	Nasir Hossain	Mashrafe Mortaza (c)	Arafat Sunny	Al-Amin Hossain	Mustafizur Rahman
CJ Chibhabha	LM Jongwe	CR Ervine	SC Williams	E Chigumbura (c)	Sikandar Raza	MN Waller	AG Cremer	T Panyangara	T Muzarabani	R Mutumbami †	
