MN van Wyk †	HM Amla	RR Rossouw	AB de Villiers (c)	DA Miller	F Behardien	D Wiese	KJ Abbott	DW Steyn, K Rabada, Imran Tahir
MJ Guptill	TWM Latham	KS Williamson (c)	GH Worker	GD Elliott	C Munro	L Ronchi †	DAJ Bracewell	AF Milne	BM Wheeler	IS Sodhi	

BM Wheeler,	AF Milne,	DAJ Bracewell,	IS Sodhi,	GD Elliott,	C Munro,	
DW Steyn,	K Rabada,	D Wiese,	KJ Abbott,	Imran Tahir,	F Behardien,	
