J Charles	ADS Fletcher †	J Blackwood	DM Bravo	MN Samuels (c)	JL Carter	JN Mohammed	CR Brathwaite	JE Taylor	SP Narine	R Rampaul	
MDKJ Perera †	TM Dilshan	HDRL Thirimanne	LD Chandimal	AD Mathews (c), TAM Siriwardana, GSNFG Jayasuriya, SMSM Senanayake, BAW Mendis, SL Malinga, RAS Lakmal

SL Malinga,	RAS Lakmal,	SMSM Senanayake,	BAW Mendis,	GSNFG Jayasuriya,	TAM Siriwardana,	TM Dilshan,	
R Rampaul,	JE Taylor,	SP Narine,	MN Samuels,	JN Mohammed,	CR Brathwaite,	JL Carter,	
