TM Dilshan	MDKJ Perera	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	NLTC Perera	HDRL Thirimanne	BMAJ Mendis	KTGD Prasad, HMRKB Herath, BAW Mendis
AN Cook (c)	MM Ali	IR Bell	JE Root	EJG Morgan	JC Buttler †	RS Bopara	BA Stokes	CR Woakes	JC Tredwell	HF Gurney	

CR Woakes,	HF Gurney,	JC Tredwell,	BA Stokes,	MM Ali,	JE Root,	RS Bopara,	
AD Mathews,	KTGD Prasad,	TM Dilshan,	BAW Mendis,	HMRKB Herath,	NLTC Perera,	BMAJ Mendis,	
