CJ Chibhabha	R Mutumbami †	BB Chari	SC Williams	E Chigumbura (c)	Sikandar Raza	CT Mutombodzi	LM Jongwe	WP Masakadza	J Nyumbu	T Muzarabani	
WTS Porterfield (c)	PR Stirling	EC Joyce	A Balbirnie	NJ O'Brien †	GC Wilson	KJ O'Brien	GH Dockrell	AR McBrine	TJ Murtagh	CA Young
