PA Wallace	SL Campbell	WW Hinds	JC Adams (c)	CH Gayle	RL Powell	RD Jacobs †	FA Rose	CEL Ambrose	NAM McLean	RD King	
Imran Nazir	Shahid Afridi	Younis Khan	Abdul Razzaq	Inzamam-ul-Haq	Mohammad Yousuf	Moin Khan (c) †	Wasim Akram	Shoaib Akhtar, Mushtaq Ahmed, Saqlain Mushtaq
Wasim Akram,	Shoaib Akhtar,	Abdul Razzaq,	Mushtaq Ahmed,	Saqlain Mushtaq,	
CEL Ambrose,	RD King,	FA Rose,	NAM McLean,	JC Adams,	CH Gayle,	
