ADR Campbell	GW Flower	PA Strang	SV Carlisle	A Flower †	GJ Whittall	DP Viljoen	HH Streak (c)	TJ Friend	BC Strang	M Mbangwa	
SR Tendulkar	SC Ganguly (c)	S Sriram	VG Kambli	Yuvraj Singh	RR Singh	V Dahiya †	SB Joshi	AB Agarkar	Z Khan, BKV Prasad
Z Khan,	BKV Prasad,	AB Agarkar,	SB Joshi,	S Sriram,	SR Tendulkar,	RR Singh,	
TJ Friend,	BC Strang,	HH Streak,	M Mbangwa,	PA Strang,	DP Viljoen,	GW Flower,	
