G Kirsten	AJ Hall	JH Kallis	N Boje	L Klusener	DJ Cullinan	ND McKenzie	HH Dippenaar	SM Pollock (c)	R Telemachus, N Pothas †
Imran Nazir	Saleem Elahi	Mohammad Yousuf	Saeed Anwar	Ijaz Ahmed	Abdul Razzaq	Azhar Mahmood	Atiq-uz-Zaman †	Waqar Younis (c)	Arshad Khan	Kabir Khan	
Waqar Younis,	Kabir Khan,	Abdul Razzaq,	Azhar Mahmood,	Arshad Khan,	
SM Pollock,	R Telemachus,	JH Kallis,	L Klusener,	N Boje,	AJ Hall,	
