MDKJ Perera	TM Dilshan	KC Sangakkara †	LD Chandimal	SMA Priyanjan	AD Mathews (c)	NLTC Perera	KDK Vithanage	SMSM Senanayake, SL Malinga, BAW Mendis
Anamul Haque †	Shamsur Rahman	Mominul Haque	Mushfiqur Rahim (c)	Shakib Al Hasan	Nasir Hossain	Mahmudullah	Sohag Gazi	Mashrafe Mortaza	Arafat Sunny	Rubel Hossain	

Mashrafe Mortaza,	Rubel Hossain,	Sohag Gazi,	Shakib Al Hasan,	Arafat Sunny,	Mahmudullah,	Mominul Haque,	
SL Malinga,	AD Mathews,	SMSM Senanayake,	NLTC Perera,	BAW Mendis,	SMA Priyanjan,	
