JJ Roy	AD Hales	JWA Taylor	EJG Morgan (c)	BA Stokes	JM Bairstow †	MM Ali	DJ Willey	AU Rashid	MA Wood	RJW Topley	
JA Burns	AJ Finch	SPD Smith (c)	GJ Bailey	GJ Maxwell, MS Wade †, MR Marsh, AC Agar, JW Hastings, MA Starc, PJ Cummins

MA Starc,	JW Hastings,	PJ Cummins,	MR Marsh,	AC Agar,	
DJ Willey,	RJW Topley,	MA Wood,	AU Rashid,	MM Ali,	
