Noor Ali Zadran	Mohammad Shahzad †	Mohammad Nabi	Asghar Stanikzai (c)	Samiullah Shenwari	Najibullah Zadran	Shafiqullah	Rashid Khan	Mirwais Ashraf	Dawlat Zadran	Amir Hamza	
CJ Chibhabha	R Mutumbami †	CR Ervine	SC Williams	CT Mutombodzi	Sikandar Raza	E Chigumbura (c)	TS Chisoro	LM Jongwe	WP Masakadza	T Panyangara	

LM Jongwe,	CJ Chibhabha,	T Panyangara,	WP Masakadza,	TS Chisoro,	SC Williams,	Sikandar Raza,	CT Mutombodzi,	
Mirwais Ashraf,	Dawlat Zadran,	Mohammad Nabi,	Amir Hamza,	Rashid Khan,	Najibullah Zadran,	Samiullah Shenwari,	
