NC Johnson	ADR Campbell	SV Carlisle	MW Goodwin	A Flower (c) †	GW Flower	CB Wishart	HH Streak	DP Viljoen	GB Brent, HK Olonga
N Hussain (c)	NV Knight	GA Hick	DL Maddy	VS Solanki	C White	MA Ealham	CMW Read †, AR Caddick, D Gough, AD Mullally
AR Caddick,	D Gough,	AD Mullally,	MA Ealham,	C White,	
HK Olonga,	NC Johnson,	HH Streak,	GB Brent,	GW Flower,	DP Viljoen,	
