Anamul Haque †	Imrul Kayes	Mominul Haque	Mushfiqur Rahim (c)	Shakib Al Hasan	Nasir Hossain, Ziaur Rahman, Mahmudullah, Abdur Razzak, Shafiul Islam, Al-Amin Hossain
Ahmed Shehzad	Mohammad Hafeez	Misbah-ul-Haq (c)	Sohaib Maqsood	Fawad Alam	Abdur Rehman	Shahid Afridi	Umar Akmal †	Umar Gul	Mohammad Talha, Saeed Ajmal

Mohammad Hafeez,	Umar Gul,	Abdur Rehman,	Fawad Alam,	Mohammad Talha,	Saeed Ajmal,	Shahid Afridi,	Sohaib Maqsood,	
Shafiul Islam,	Al-Amin Hossain,	Shakib Al Hasan,	Abdur Razzak,	Mominul Haque,	Mahmudullah,	Nasir Hossain,	
