Javed Ahmadi	Usman Ghani	Gulbadin Naib	Nasir Jamal	Samiullah Shenwari	Mohammad Nabi (c)	Shafiqullah †	Mirwais Ashraf	Dawlat Zadran	Sharafuddin Ashraf	Aftab Alam	
Sikandar Raza	RW Chakabva	BRM Taylor (c)	SC Williams	MN Waller	E Chigumbura	T Maruma	R Mutumbami †	SW Masakadza	T Panyangara	DT Tiripano	

T Panyangara,	DT Tiripano,	E Chigumbura,	SW Masakadza,	Sikandar Raza,	SC Williams,	MN Waller,	
Mohammad Nabi,	Aftab Alam,	Mirwais Ashraf,	Dawlat Zadran,	Sharafuddin Ashraf,	Samiullah Shenwari,	
