ST Jayasuriya (c)	RS Kaluwitharana †	MS Atapattu	DPMD Jayawardene	RP Arnold	TM Dilshan	WPUJC Vaas	UDU Chandana	M Muralitharan	GP Wickramasinghe	DNT Zoysa	
Saeed Anwar (c)	Aamer Sohail	Younis Khan	Mohammad Yousuf	Faisal Iqbal	Moin Khan †	Abdul Razzaq	Wasim Akram	Saqlain Mushtaq	Shahid Nazir	Azhar Mahmood	
Wasim Akram,	Shahid Nazir,	Abdul Razzaq,	Azhar Mahmood,	Saqlain Mushtaq,	Aamer Sohail,	Faisal Iqbal,	
DNT Zoysa,	WPUJC Vaas,	GP Wickramasinghe,	M Muralitharan,	UDU Chandana,	ST Jayasuriya,	
