ME Waugh	AC Gilchrist †	RT Ponting	MG Bevan	A Symonds	SR Waugh (c)	S Lee	DR Martyn	DW Fleming	B Lee	SCG MacGill	
Saeed Anwar	Shahid Afridi	Ijaz Ahmed	Inzamam-ul-Haq	Mohammad Yousuf	Moin Khan †	Abdul Razzaq	Azhar Mahmood	Wasim Akram (c)	Saqlain Mushtaq	Shoaib Akhtar	
Wasim Akram,	Shoaib Akhtar,	Abdul Razzaq,	Azhar Mahmood,	Saqlain Mushtaq,	Shahid Afridi,	
DW Fleming,	B Lee,	SCG MacGill,	S Lee,	A Symonds,	ME Waugh,	
