HM Amla	Q de Kock †	F du Plessis	AB de Villiers (c)	JP Duminy	DA Miller	RR Rossouw	VD Philander	DW Steyn	M Morkel	Imran Tahir	
MJ Guptill	JDS Neesham	DG Brownlie	TWM Latham	BB McCullum (c)	CJ Anderson	L Ronchi †	DL Vettori	TG Southee	TA Boult	MJ McClenaghan	

TA Boult,	TG Southee,	MJ McClenaghan,	CJ Anderson,	DL Vettori,	JDS Neesham,	MJ Guptill,	
DW Steyn,	VD Philander,	M Morkel,	JP Duminy,	AB de Villiers,	Imran Tahir,	
