TM Dilshan	MDKJ Perera	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	HDRL Thirimanne	SMA Priyanjan	KMDN Kulasekara	SMSM Senanayake	BAW Mendis	SL Malinga	
AN Cook (c)	IR Bell	GS Ballance	JE Root	EJG Morgan	RS Bopara	JC Buttler †	CJ Jordan	JC Tredwell	JM Anderson	HF Gurney

JM Anderson,	HF Gurney,	JE Root,	CJ Jordan,	JC Tredwell,	RS Bopara,	
KMDN Kulasekara,	SL Malinga,	AD Mathews,	SMSM Senanayake,	BAW Mendis,	SMA Priyanjan,	
