ADS Fletcher	J Charles	DM Bravo	MN Samuels	JL Carter	AD Russell	CR Brathwaite	JO Holder (c)	D Ramdin †	JE Taylor, SP Narine
MDKJ Perera †	TM Dilshan	HDRL Thirimanne	AD Mathews (c)	MD Gunathilaka	TAM Siriwardana	GSNFG Jayasuriya	SMSM Senanayake	BAW Mendis	SL Malinga	RAS Lakmal	

SL Malinga,	RAS Lakmal,	SMSM Senanayake,	GSNFG Jayasuriya,	BAW Mendis,	AD Mathews,	
JE Taylor,	SP Narine,	JO Holder,	CR Brathwaite,	AD Russell,	JL Carter,	J Charles,	
