CJ Chibhabha	R Mutumbami †	BB Chari	SC Williams	E Chigumbura (c)	Sikandar Raza	CT Mutombodzi	MN Waller	LM Jongwe	T Panyangara	J Nyumbu	
Ahmed Shehzad	Bilal Asif	Mohammad Hafeez	Asad Shafiq	Shoaib Malik	Sarfraz Ahmed (c) †, Mohammad Rizwan, Imad Wasim, Aamer Yamin, Wahab Riaz, Mohammad Irfan

Mohammad Irfan,	Aamer Yamin,	Wahab Riaz,	Imad Wasim,	Bilal Asif,	Shoaib Malik,	
T Panyangara,	LM Jongwe,	SC Williams,	J Nyumbu,	CT Mutombodzi,	MN Waller,	Sikandar Raza,	
