Tamim Iqbal	Imrul Kayes	Liton Das	Mahmudullah	Mushfiqur Rahim †	Sabbir Rahman	Nasir Hossain	Mashrafe Mortaza (c)	Arafat Sunny	Al-Amin Hossain	Mustafizur Rahman	
CJ Chibhabha	RW Chakabva †	CR Ervine	SC Williams	E Chigumbura (c)	Sikandar Raza	MN Waller	LM Jongwe	AG Cremer	T Panyangara	T Muzarabani	

T Panyangara,	LM Jongwe,	T Muzarabani,	Sikandar Raza,	AG Cremer,	SC Williams,	
Mustafizur Rahman,	Mashrafe Mortaza,	Arafat Sunny,	Al-Amin Hossain,	Nasir Hossain,	
