DR Smith	DJ Bravo (c)	DM Bravo	MN Samuels	D Ramdin †	KA Pollard	AD Russell	DJG Sammy	SJ Benn, R Rampaul, JE Taylor
AM Rahane	S Dhawan	V Kohli	AT Rayudu	SK Raina	MS Dhoni (c) †	RA Jadeja	B Kumar	A Mishra	MM Sharma	Mohammed Shami	

B Kumar,	MM Sharma,	Mohammed Shami,	RA Jadeja,	A Mishra,	SK Raina,	
R Rampaul,	JE Taylor,	DJ Bravo,	AD Russell,	SJ Benn,	DJG Sammy,	MN Samuels,	
