Saeed Anwar	Imran Nazir	Mohammad Yousuf	Inzamam-ul-Haq	Ijaz Ahmed	Moin Khan (c) †	Abdul Razzaq	Wasim Akram	Azhar Mahmood	Saqlain Mushtaq	Arshad Khan	
CM Spearman	NJ Astle	SP Fleming (c)	RG Twose	CD McMillan	AC Parore †	CZ Harris	SB Styris	PJ Wiseman, SB O'Connor, GI Allott
GI Allott,	SB O'Connor,	SB Styris,	NJ Astle,	CZ Harris,	PJ Wiseman,	
Wasim Akram,	Azhar Mahmood,	Abdul Razzaq,	Saqlain Mushtaq,	Arshad Khan,	
