KJ Coetzer	CS MacLeod	HJW Gardiner	PL Mommsen (c)	MW Machan	RD Berrington	MH Cross †	MA Leask	JH Davey	RML Taylor	SM Sharif
Javed Ahmadi	Usman Ghani	Afsar Zazai †	Nasir Jamal	Samiullah Shenwari, Gulbadin Naib, Dawlat Zadran, Najibullah Zadran, Mirwais Ashraf, Mohammad Nabi (c), Hamid Hassan

Dawlat Zadran,	Hamid Hassan,	Mirwais Ashraf,	Gulbadin Naib,	Mohammad Nabi,	Samiullah Shenwari,	
JH Davey,	RML Taylor,	SM Sharif,	MA Leask,	RD Berrington,	KJ Coetzer,	
