DA Warner	AJ Finch	SR Watson	MJ Clarke (c)	GJ Bailey	MR Marsh	MS Wade †	GJ Maxwell	MG Johnson	NM Coulter-Nile	JR Hazlewood
HM Amla	Q de Kock †	F du Plessis	F Behardien	AB de Villiers (c)	DA Miller	R McLaren	VD Philander	DW Steyn	M Morkel	Imran Tahir	
