TM Dilshan	MDKJ Perera	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	HDRL Thirimanne	BMAJ Mendis	NLTC Perera	SMSM Senanayake	KTGD Prasad	BAW Mendis	
AN Cook (c)	MM Ali	JWA Taylor	JE Root	RS Bopara	EJG Morgan	JC Buttler †	CR Woakes, CJ Jordan, JC Tredwell, ST Finn
