WTS Porterfield (c)	PR Stirling	EC Joyce	A Balbirnie	GC Wilson †	KJ O'Brien	SR Thompson	JF Mooney	GH Dockrell	AR McBrine	TJ Murtagh
CJ Chibhabha	R Mutumbami †	CR Ervine	SC Williams	E Chigumbura (c)	Sikandar Raza	MN Waller	LM Jongwe	WP Masakadza	T Panyangara	J Nyumbu
