G Kirsten	HH Gibbs	JH Kallis	L Klusener	WJ Cronje (c)	SM Pollock, MV Boucher †, HS Williams, M Hayward, DN Crookes, N Boje
SC Ganguly (c)	SR Tendulkar	R Dravid	SB Joshi	M Azharuddin	A Jadeja	RR Singh	SS Dighe †	A Kumble	AB Agarkar, T Kumaran
AB Agarkar,	T Kumaran,	A Kumble,	SB Joshi,	SR Tendulkar,	R Dravid,	RR Singh,	
SM Pollock,	JH Kallis,	WJ Cronje,	M Hayward,	HS Williams,	N Boje,	DN Crookes,	
