AJ Finch	DA Warner	SPD Smith	GJ Bailey (c)	GJ Maxwell	PJ Hughes	BJ Haddin †	JP Faulkner	MA Starc	KW Richardson	XJ Doherty	
Ahmed Shehzad	Sarfraz Ahmed †	Asad Shafiq	Fawad Alam	Sohaib Maqsood	Umar Amin	Shahid Afridi (c)	Anwar Ali	Sohail Tanvir	Zulfiqar Babar	Mohammad Irfan	
