Javed Ahmadi	Usman Ghani	Gulbadin Naib	Nasir Jamal	Samiullah Shenwari	Mohammad Nabi (c)	Shafiqullah †	Mirwais Ashraf	Dawlat Zadran	Sharafuddin Ashraf	Aftab Alam	
Sikandar Raza	RW Chakabva	BRM Taylor (c)	SC Williams	MN Waller	E Chigumbura	T Maruma	R Mutumbami †	SW Masakadza	T Panyangara	DT Tiripano	
