AN Cook (c)	AD Hales	MM Ali	JE Root	EJG Morgan	JC Buttler †	BA Stokes	CR Woakes	JC Tredwell	ST Finn, JM Anderson
AM Rahane	S Dhawan	V Kohli	AT Rayudu	SK Raina	MS Dhoni (c) †	RA Jadeja	R Ashwin	B Kumar	Mohammed Shami	UT Yadav	

B Kumar,	UT Yadav,	Mohammed Shami,	R Ashwin,	SK Raina,	RA Jadeja,	
JM Anderson,	CR Woakes,	MM Ali,	ST Finn,	JC Tredwell,	BA Stokes,	
