H Masakadza	CJ Chibhabha	BB Chari	SC Williams	E Chigumbura (c)	Sikandar Raza	R Mutumbami †	LM Jongwe	AG Cremer, T Panyangara, J Nyumbu
Azhar Ali (c)	Bilal Asif	Mohammad Hafeez	Asad Shafiq	Shoaib Malik	Sarfraz Ahmed †	Mohammad Rizwan	Aamer Yamin	Wahab Riaz	Yasir Shah	Mohammad Irfan

Mohammad Irfan,	Aamer Yamin,	Wahab Riaz,	Yasir Shah,	Bilal Asif,	Azhar Ali,	Shoaib Malik,	
T Panyangara,	LM Jongwe,	SC Williams,	CJ Chibhabha,	AG Cremer,	J Nyumbu,	E Chigumbura,	
