Amjad Ali	AR Berenger	Krishna Chandran	Khurram Khan	SP Patil †	Shaiman Anwar	Rohan Mustafa	Amjad Javed	Mohammad Naveed	Mohammad Tauqir (c), Nasir Aziz
Sikandar Raza	RW Chakabva	H Masakadza	BRM Taylor †	SC Williams	SF Mire	CR Ervine	E Chigumbura (c)	T Panyangara, TL Chatara, TP Kamungozi
