WU Tharanga	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	LD Chandimal	AD Mathews (c)	NLTC Perera	SMA Priyanjan	KMDN Kulasekara	HMRKB Herath, SL Malinga
Ahmed Shehzad	Mohammad Hafeez	Younis Khan	Umar Akmal †	Misbah-ul-Haq (c)	Fawad Alam	Sohaib Maqsood	Shahid Afridi	Wahab Riaz, Mohammad Irfan, Junaid Khan

Mohammad Irfan,	Junaid Khan,	Wahab Riaz,	Mohammad Hafeez,	Shahid Afridi,	Fawad Alam,	
SL Malinga,	KMDN Kulasekara,	AD Mathews,	NLTC Perera,	HMRKB Herath,	TM Dilshan,	
