Anamul Haque †	Shamsur Rahman	Mominul Haque	Mushfiqur Rahim (c)	Naeem Islam	Nasir Hossain	Mahmudullah	Sohag Gazi	Shafiul Islam	Arafat Sunny	Rubel Hossain
MDKJ Perera	HDRL Thirimanne	KDK Vithanage	LD Chandimal †	AD Mathews (c)	SMA Priyanjan	NLTC Perera, AK Perera, SMSM Senanayake, KTGD Prasad, RAS Lakmal

RAS Lakmal,	NLTC Perera,	KTGD Prasad,	SMSM Senanayake,	SMA Priyanjan,	AK Perera,	AD Mathews,	
Shafiul Islam,	Sohag Gazi,	Rubel Hossain,	Mahmudullah,	Nasir Hossain,	Arafat Sunny,	Naeem Islam,	
