DR Smith	CH Gayle	DM Bravo	MN Samuels	D Ramdin †	LMP Simmons	DJG Sammy	AD Russell	JO Holder (c)	KAJ Roach, JE Taylor
WTS Porterfield (c)	PR Stirling	EC Joyce	NJ O'Brien	A Balbirnie	GC Wilson †	KJ O'Brien	JF Mooney	MC Sorensen, GH Dockrell, AR McBrine
