SC Ganguly	SR Tendulkar (c)	VVS Laxman	R Dravid	DJ Gandhi	RR Singh	SS Dighe †	A Kumble	N Chopra	J Srinath	BKV Prasad	
AC Gilchrist †	ME Waugh	RT Ponting	MG Bevan	SR Waugh (c)	DR Martyn	A Symonds	S Lee, DW Fleming, B Lee, GD McGrath
GD McGrath,	DW Fleming,	B Lee,	S Lee,	A Symonds,	
J Srinath,	BKV Prasad,	SC Ganguly,	RR Singh,	A Kumble,	
