RG Sharma	V Kohli	AM Rahane	AT Rayudu	MS Dhoni (c) †	R Ashwin	RA Jadeja	STR Binny, B Kumar, VR Aaron, Mohammed Shami
MJ Guptill	JD Ryder	KS Williamson	LRPL Taylor	BB McCullum (c)	L Ronchi †, NL McCullum, JDS Neesham, TG Southee, KD Mills, HK Bennett

KD Mills,	TG Southee,	HK Bennett,	JDS Neesham,	NL McCullum,	KS Williamson,	
B Kumar,	Mohammed Shami,	VR Aaron,	RA Jadeja,	R Ashwin,	STR Binny,	AT Rayudu,	
