MJ Guptill	TWM Latham	KS Williamson (c)	LRPL Taylor	GD Elliott	JDS Neesham	L Ronchi †, NL McCullum, MJ Henry, MJ McClenaghan, IS Sodhi
H Masakadza	CJ Chibhabha	CR Ervine	E Chigumbura (c)	SC Williams	RW Chakabva †, Sikandar Raza, AG Cremer, P Utseya, T Panyangara, CB Mpofu

CB Mpofu,	T Panyangara,	CJ Chibhabha,	P Utseya,	AG Cremer,	SC Williams,	Sikandar Raza,	
MJ Henry,	MJ McClenaghan,	JDS Neesham,	NL McCullum,	IS Sodhi,	GD Elliott,	KS Williamson,	
