MM Ali	AD Hales	JWA Taylor	JE Root	RS Bopara	EJG Morgan (c)	JC Buttler †	BA Stokes	CR Woakes	CJ Jordan	ST Finn	
TM Dilshan	MDKJ Perera	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	HDRL Thirimanne	BMAJ Mendis, NLTC Perera, KTGD Prasad, HMRKB Herath, BAW Mendis
