SL Campbell	CH Gayle	WW Hinds	JC Adams (c)	RR Sarwan	RL Powell	RD Jacobs †	MV Nagamootoo	FA Rose	M Dillon	RD King	
ME Trescothick	AJ Stewart †	A Flintoff	GA Hick	GP Thorpe	N Hussain (c)	C White	MA Ealham	PJ Franks	D Gough	AD Mullally	
PJ Franks,	D Gough,	AD Mullally,	MA Ealham,	C White,	GA Hick,	
RD King,	M Dillon,	FA Rose,	MV Nagamootoo,	CH Gayle,	JC Adams,	
