DR Smith	KOA Powell	KA Edwards	DM Bravo	LMP Simmons	DJ Bravo (c)	DJG Sammy	D Ramdin †, JO Holder, SP Narine, R Rampaul
MJ Lumb	MM Ali	LJ Wright	JE Root	BA Stokes	JC Buttler †	RS Bopara	TT Bresnan	CJ Jordan, SCJ Broad (c), JC Tredwell

JE Root,	SCJ Broad,	TT Bresnan,	JC Tredwell,	MM Ali,	CJ Jordan,	
JO Holder,	R Rampaul,	SP Narine,	DJ Bravo,	DJG Sammy,	DR Smith,	
