Imran Nazir	Shahid Afridi	Younis Khan	Moin Khan (c) †	Inzamam-ul-Haq	Mohammad Yousuf	Abdul Razzaq	Waqar Younis	Shoaib Malik	Arshad Khan	Mohammad Akram
G Kirsten	HH Gibbs	JH Kallis	ND McKenzie	WJ Cronje (c)	MV Boucher †	L Klusener	N Boje	S Elworthy	M Hayward, M Ntini
M Hayward,	JH Kallis,	S Elworthy,	M Ntini,	WJ Cronje,	L Klusener,	N Boje,	
Waqar Younis,	Mohammad Akram,	Abdul Razzaq,	Arshad Khan,	Shoaib Malik,	Shahid Afridi,	
