PA Wallace	SL Campbell	WW Hinds	JC Adams (c)	CH Gayle	RD Jacobs †, RL Powell, FA Rose, M Dillon, CEL Ambrose, RD King
GW Flower	CB Wishart	SV Carlisle	MW Goodwin	A Flower (c) †	DP Viljoen	GJ Whittall	HH Streak	ML Nkala	GB Brent	HK Olonga
HH Streak,	HK Olonga,	ML Nkala,	GB Brent,	GJ Whittall,	DP Viljoen,	GW Flower,	
CEL Ambrose,	RD King,	M Dillon,	FA Rose,	RL Powell,	SL Campbell,	JC Adams,	
