DA Warner	AJ Finch	SR Watson	SPD Smith	GJ Bailey (c)	GJ Maxwell	MR Marsh	BJ Haddin †	MG Johnson	MA Starc	JR Hazlewood
MM Ali	IR Bell	GS Ballance	JE Root	EJG Morgan (c)	JWA Taylor	JC Buttler †	CR Woakes	SCJ Broad	ST Finn	JM Anderson	
